index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,1,JERONIMO MARTINS POLSKA S.A.,2021-04-09
2,2 PUŁKU LOTNICZEGO,24,SKLEP WIELOBRANŻOWY KORAL A.Z. KALETA SPÓŁKA JAWNA,2019-06-04
3,2 PUŁKU LOTNICZEGO,44,"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ZACHĘTA ZBIGNIEW KALETA, ADAM KALETA SPÓŁKA JAWNA",2019-08-15
4,2 PUŁKU LOTNICZEGO,1C,MEGANA SPÓŁKA Z O.O.,2019-08-20
5,2 PUŁKU LOTNICZEGO,1C/7,KOŁAŚ KATARZYNA,2019-10-10
6,2 PUŁKU LOTNICZEGO,przy bl.16,STANUCH RAFAŁ,2019-09-16
7,28 LIPCA 1943,9A,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2019-03-15
8,29 LISTOPADA,106,KUZIOR ANNA,2020-12-06
9,29 LISTOPADA,125,"MIŁASZEWSKA IRENA, MIŁASZEWSKI KRZYSZTOF",2020-02-29
10,29 LISTOPADA,155A,LORENZ MACIEJ,2019-06-30
11,29 LISTOPADA,36 LOK. 14,WĘDZONY ADAM,2020-07-29
12,29 LISTOPADA,39B,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2019-07-05
13,29 LISTOPADA,42C,DUMNICKI PAWEŁ,2020-03-16
14,29 LISTOPADA,57-59,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2019-03-15
15,29 LISTOPADA,57-59,"WIELECKA ALICJA, WIELECKI MATEUSZ, WIELECKI WIKTOR",2021-10-11
16,29 LISTOPADA,63A,MENTEL JANUSZ,2020-11-14
17,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,29,MUSIAŁ TOMASZ,2020-07-31
18,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,33,ZEGARMISTRZ JUSTYNA,2021-07-04
19,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,20 LU 4,SYKUCKA JOANNA,2021-02-20
20,ADAMA BOCHENKA,10/LU3,RYLSKA IWONA,2019-09-10
21,ADAMA MARCZYŃSKIEGO,2,"ZIELENIAK SEBASTIAN, MUSIAŁ ADAM",2021-04-12
22,ADAMA PRAŻMOWSKIEGO,12,FIRMA HANDLOWO USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SP. J.,2020-10-09
23,AGATOWA,1,STOLARZ ANNA,2019-08-11
24,AGATOWA,23 lok.U1,GABOR JAROSŁAW,2021-06-05
25,ALBATROSÓW,18,"GIBAŁA ANNA, GIBAŁA BEATA",2018-12-31
26,ALBERTA SCHWEITZERA,13,BASTER MARCIN,2020-10-01
27,ALBERTYŃSKIE,22A,FIRMA HANDLOWA MARKRT NA WZGÓRZACH WIOLETTA I RYSZARD DZIADKOWIEC,2020-02-20
28,ALBERTYŃSKIE,27A,"JAZOWSKI JAROSŁAW, POLAK ZBIGNIEW",2020-11-19
29,ALEJA 29 LISTOPADA,93,DĄBROWSKI ADAM,2021-01-31
30,ALEJA 29 LISTOPADA,32 d,NOWORYTA KRZYSZTOF,2021-08-03
31,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,37,AUCHAN POLSKA SP. Z O.O.,2021-05-13
32,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41 lok. B037,AMBRA SPÓŁKA AKCYJNA,2021-02-21
33,ALEJA IGNACEGO DASZYŃSKIEGO,8,HURLAK JOANNA,2021-02-18
34,ALEJA IGNACEGO DASZYŃSKIEGO,18,"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ZACHĘTA ZBIGNIEW KALETA, ADAM KALETA SPÓŁKA JAWNA",2021-10-11
35,ALEJA JANA PAWŁA II,15,LEWIATAN MARKET SPÓŁKA Z O.O.,2021-07-13
36,ALEJA JANA PAWŁA II,200,CIRCLE K POLSKA SPÓŁKA Z O.O.,2021-04-06
37,ALEJA JULIUSZA SŁOWACKIEGO,11B,WITEK LESZEK,2021-05-12
38,ALEJA KIJOWSKA,57/LU 5,CHORZĘPA JAN,2021-06-05
39,ALEJA POKOJU,33,EKWI B.W. POLAŃSCY SP. J.,2021-06-01
40,ALEJA POKOJU,91,LOTOS PALIWA SPÓŁKA,2023-11-05
41,ALEJA SOLIDARNOŚCI,11,SPOŁEM POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW NOWA HUTA W KRAKOWIE,2021-08-30
42,ALEJE SŁOWACKIEGO,64,MEGA SPÓŁKA Z O.O.,2019-07-03
43,ALEKSANDRA FREDRY,27,WÓJTOWICZ KRZYSZTOF,2020-12-10
44,ALEKSANDRA LUBOMIRSKIEGO,51,TUCZYŃSKI GRZEGORZ,2019-10-11
45,ALEKSANDRA SZUKIEWICZA,3,"SWOBODA URSZULA, SWOBODA WŁADYSŁAW",2021-07-31
46,ALEKSANDRA SZUKIEWICZA,3,"SWOBODA URSZULA, SWOBODA WŁADYSŁAW",2018-07-31
47,ALEKSANDRY,3 A,PIETRUSA PATRYCJA,2021-10-28
48,ALEKSANDRY,21,"CHUDOBA AGNIESZKA, STRĄCZEK TOMASZ",2020-04-08
49,ANDRZEJA STRUGA,przy bloku nr 8,"TUCZYŃSKA ANNA, TUCZYŃSKI GRZEGORZ",2021-09-07
50,ARCHITEKTÓW,OBOK BL NR 25 DZ. NR 10,ŁUCZYWO KAZIMIERZ,2020-09-14
51,"ARMII ""KRAKÓW""",22,"PRZEDSIĘBIORSTO HANDLOWO - USŁUGOWE ZACHĘTA ZBIGNIEW KALETA, ADAM KALETA SPÓŁKA JAWNA",2021-08-08
52,"ARMII ""KRAKÓW""",80,"FURTAK AGNIESZKA, FURTAK TOMASZ",2019-06-13
53,ARMII KRAJOWEJ,10,CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2021-10-15
54,ARMII KRAJOWEJ,11,ORBIS SPÓŁKA AKCYJNA,2019-12-04
55,ARMII KRAJOWEJ,77,MAKROLITH TRADING SP. Z O.O.,2021-05-31
56,ARMII KRAJOWEJ,97/3,POPIOŁEK JOLANTA,2019-03-01
