index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,4C,OLBRYCHT JOLANTA,2022-02-08
2,28 LIPCA 1943,17A,"ARS MODI A. BRĄGIEL, R. ZIELIŃSKI SPÓŁKA JAWNA",2018-06-04
3,28 LIPCA 1943,17A,"ARS MODI A. BRĄGIEL, R. ZIELIŃSKI SPÓŁKA JAWNA",2018-10-20
4,29 LISTOPADA,57,"SZYWAŁA JERZY, SZYWAŁA HALINA",2021-12-20
5,ADAMA MICKIEWICZA,30,SĄSIADA EWA,2017-10-20
6,ADAMA MICKIEWICZA,30,SĄSIADA EWA,2019-10-20
7,AL. SŁOWACKIEGO,64,"MUSZYŃSKI MATEUSZ, KOLASA GRZEGORZ",2021-10-31
8,ALEJA 29 LISTOPADA,50,ARKA SPÓŁKA Z O. O.,2019-02-11
9,ALEJA 29 LISTOPADA,137,GRABOWSKI ZDZISŁAW,2022-08-27
10,ALEJA 29 LISTOPADA,189,WM HOTEL SYSTEM SPÓŁKA Z O. O.,2018-05-20
11,ALEJA 3 MAJA,5,FUNDACJA STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU JAGIELLOŃSKIEGO BRATNIAK,2021-04-25
12,ALEJA DASZYŃSKIEGO,5,SOBÓL URSZULA,2018-03-05
13,ALEJA GEN. BORA- KOMOROWSKIEGO,37,"""DOMINIUM"" S. A.",2018-04-23
14,ALEJA GEN. BORA- KOMOROWSKIEGO,37,SFINKS POLSKA S.A.,2019-10-02
15,ALEJA GEN. BORA- KOMOROWSKIEGO,37,SZEWCZYK RENATA,2019-10-18
16,ALEJA JANA PAWŁA II,70,PRZEDSIĘBIORSTWO WIELOBRANŻOWE WAGABUNDA I SPÓŁKA Z O. O.,2018-03-03
17,ALEJA KASZTANOWA,1,EKOCENTRYK SPÓŁKA Z O. O.,2020-05-21
18,ALEJA KRASIŃSKIEGO,1,VIDOK  SPÓŁKA Z O.O. SPÓŁKA KOMANDYTOWA,2018-08-13
19,ALEJA KRASIŃSKIEGO,19/7,"STEFAŃCZYK MONIKA, SOWA MICHAŁ",2019-12-11
20,ALEJA MARSZAŁKA FOCHA,42,FOCHA 42 SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2018-08-05
21,ALEJA MASZAŁKA FOCHA,24/1,BOOGIE SPÓŁKA Z O. O.,2022-09-07
22,ALEJA POKOJU,44,BIELA ARKADIUSZ,2020-04-15
23,ALEJA POKOJU,44,PINK BOWLING SPÓŁKA Z O. O.,2021-03-15
24,ALEJA POKOJU,67,AMREST SPÓŁKA Z O. O.,2018-07-16
25,ALEJA POKOJU,67,SŁAWIK ANTONI,2020-08-06
26,ALEJA POKOJU,14A,BORZYM GRAŻYNA,2020-03-24
27,ALEJA WASZYNGTONA,1,KUSEK MAGDALENA,2019-02-23
28,ALEJA WASZYNGTONA,1,"MIKURDA BARBARA, CHECHELSKI ADAM",2019-06-17
29,ALEKSANDRA LUBOMIRSKIEGO,2,SOŁTYSIK TERESA,2018-06-16
30,ALEKSANDRA LUBOMIRSKIEGO,41,"SUCHORZEPKA TOMASZ, KMAK TOMASZ",2020-08-31
31,ALEKSANDRA LUBOMIRSKIEGO,41,CARGO PROJEKT SPÓŁKA Z O. O.,2022-08-30
32,ALEKSANDRA LUBOMIRSKIEGO,51/4,WIGGINS SPÓŁKA Z O.O.,2021-04-20
33,ALEKSANDRY,30,WBA BRACIA BARŁOWSCY SPÓŁKA JAWNA,2021-09-12
34,ANDRZEJA MAŁKOWSKIEGO,5,LOCH MAŁGORZATA,2020-04-28
35,ARMII KRAJOWEJ,6,"OLEKSIAK KRYSTYNA, OLEKSIAK KRZYSZTOF",2019-02-14
36,ARMII KRAJOWEJ,11,ORBIS S.A. ODDZIAŁ HOTEL NOVOTEL KRAKÓW CITY WEST W KRAKOWIE,2018-07-12
37,ARMII KRAJOWEJ,11,ZJEDNOCZONE PRZEDSIĘBIORSTWA ROZRYWKOWE S. A.,2018-03-11
38,ARMII KRAJOWEJ,19,SOBIESŁAW ZASADA SPÓŁKA AKCYJNA SPÓŁKA KOMANDYTOWO-AKCYJNA,2020-01-20
39,AUGUSTIAŃSKA,4,POPŁAWSKA DOROTA,2022-08-09
40,AUGUSTIAŃSKA,5,SUDER BARTŁOMIEJ,2022-05-11
41,BALICKA,2,CZAJA TOMASZ,2020-02-16
42,BALICKA,18,STACH DANIEL,2022-07-03
43,BALICKA,324,KUBALA ANNA,2019-05-07
44,BALICKA,14 A,CZAJOWSKI  PAWEŁ,2022-08-08
45,BALICKA,18A,KAIM PATRYK,2022-03-21
46,BARSKA,2,"FIRMA BUDOWLANA STAMBUD MAŁGORZATA MRÓZ, STANISŁAW MRÓZ SPÓŁKA JAWNA",2018-07-09
47,BARSKA,61A / LU1,MASIUDA MARTA,2019-09-01
48,BARTOSZA GŁOWACKIEGO,22,PRZEDSIĘBIORSTWO USŁUG TURYSTYCZNO-HANDLOWYCH DEMEL SPÓŁKA Z O. O.,2020-05-18
49,BASZTOWA,25,KOMUSIŃSKI STANISŁAW,2018-01-31
50,BENEDYKTYŃSKA,37,BENEDICITE JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU,2020-11-16
51,BENEDYKTYŃSKA,37,BENEDICITE JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU,2020-11-16
52,BERKA JOSELEWICZA,23,PANGEA SP. Z O.O.,2020-04-21
53,BERKA JOSELEWICZA,18/LU1,SASSI LUCYNA,2021-04-06
54,BERKA JOSELEWICZA,21B,PARULE AGNIESZKA,2022-01-17
55,BIAŁOPRĄDNICKA,16,LANGSTEINER ALICJA,2019-09-12
56,BIAŁOPRĄDNICKA,32/12,KONDERAK TATIANA,2018-09-04
57,BIAŁORUSKA,8B,CISAK MARIA,2018-02-25
58,BIEŃCZYCKI PLAC TARGOWY,paw. 31,BEDNARCZYK ANITA,2021-03-31
59,BISKUPA TOMICKIEGO,3,KYĆ KATARZYNA,2018-11-03
60,BŁAŻEJA CZEPCA,3/27,KOTALA DOMINIKA,2018-05-12
61,BOCHENKA,16A,"KONTYNENTY BAJOR, ZYGMUNT SPÓŁKA JAWNA",2017-12-31
62,BOCHEŃSKA,2A,COFFEE BROTHERS SPÓŁKA Z O. O.,2019-10-26
63,BOCHEŃSKA,5/LU1,GUMULIŃSKA EWA,2018-10-10
64,BOCIANA,8,KAPAŁA MACIEJ,2020-07-09
65,BOHATERÓW GETTA,2,TARGOSZ MICHAŁ,2022-06-08
66,BOLESŁAWA CZERWIEŃSKIEGO,20A,KRZYNÓWEK DANUTA,2022-02-18
67,BOLESŁAWA LIMANOWSKIEGO,1,"RAKOCZY ALEKSANDRA, KRAWIEC PIOTR, PODOBIŃSKA BOŻENA",2021-10-14
68,BOLESŁAWA LIMANOWSKIEGO,11,DĄSAL BOŻENA,2020-12-17
69,BOLESŁAWA ŚMIAŁEGO,60,FERO EXPRESS HOTEL I RESTAURACJA SPÓŁKA Z O. O.,2018-12-31
70,BONARKA,5,"BERNUZZI STEFANO, TROIANO MARIO",2019-08-28
71,BORKOWSKA,32,BJ SERWIS SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2021-01-04
72,BOROWINOWA,1908,SW SATUS SPÓŁKA Z O.O,2021-05-10
73,BOSACKA,5/1A,GOSPODA KRAKOWSKA SPÓŁKA Z O.O.,2017-11-14
74,BOŻEGA CIAŁA,3,ZAJĄCZKOWSKI PIOTR,2022-05-21
75,BOŻEGO CIAŁA,7,CYKLOP SPÓŁKA Z O. O.,2018-12-04
76,BOŻEGO CIAŁA,9,"ŻARCZYŃSKA MAŁGORZATA, PRUS MACIEJ",2017-10-14
77,BOŻEGO CIAŁA,9,ŁUCZYŃSKI BARTOSZ,2022-09-01
78,BOŻEGO CIAŁA,11,SAWICKA-DANIELAK MARTA,2017-11-11
79,BOŻEGO CIAŁA,11,PABIAN TOMASZ,2019-05-13
80,BOŻEGO CIAŁA,12,PIK ENTERPRISE SPÓŁKA Z O.O.,2022-03-15
81,BOŻEGO CIAŁA,19,RT HOTELS S. A.,2019-04-04
82,BOŻEGO CIAŁA,14/1,LITWIN STANISŁAW,2019-10-12
83,BOŻEGO CIAŁA,14/2,"ZIMNIAK MAREK, DUDEK MARCIN",2020-10-08
84,BOŻEGO CIAŁA,12/21,PIZIORSKA MAŁGORZATA,2022-06-05
85,BRACKA,4,DISCO BAR SPÓŁKA Z O. O.,2019-09-30
86,BRACKA,4,1ST FLOOR SPÓŁKA Z O.O.,2021-12-26
87,BRACKA,6,ŻUREK MAGDALENA,2021-05-15
88,BRACKA,6,"WŁODARSKI BARTOSZ, WŁODARSKA ANNA",2022-06-21
89,BRACKA,9,GINTOWT - PAPROCKA IWETTA,2021-10-16
90,BRACKA,13,"WYGAŚ PAWEŁ, WYGAS BEATA",2021-05-09
91,BRACKA,14,FUNDACJA CENTRUM KOPERNIKA,2020-01-31
92,BRACKA,15,"WINOMAN.PL, A.A. BOCHEŃSCY, SPÓŁKA JAWNA",2021-04-22
93,BRACKA,3-5,KŁOBUCH MAREK,2017-12-06
94,BRACKA,3-5,"FEDAS-FRĄCZEK BOŻENA, BISTROŃ JAKUB, BISTROŃ ANNA",2020-10-21
95,BRACKA,3-5,"TORBA MAGDALENA, DĘBOWSKA KAROLINA",2021-05-15
96,BRACKA,3-5,NIEMIEC ANNA,2021-03-09
97,BRACKA,3-5,"KŁOBUCH MAREK, KŁOBUCH MARZENA",2022-05-09
98,BRACKA,3-5,KAŁUŻYŃSKA MAGDALENA,2021-09-07
99,BRATYSŁAWSKA,2,INTERHOUSE 21 SPÓŁKA Z O.O.,2020-09-17
