index,address_1,address_2,name,expiration_date
1,28 LIPCA 1943,17A,"ARS MODI A. BRĄGIEL, R. ZIELIŃSKI SPÓŁKA JAWNA",2018-06-04
2,28 LIPCA 1943,17A,"ARS MODI A. BRĄGIEL, R. ZIELIŃSKI SPÓŁKA JAWNA",2018-10-20
3,AL. SŁOWACKIEGO,64,"MUSZYŃSKI MATEUSZ, KOLASA GRZEGORZ",2021-10-31
4,ALEJA 29 LISTOPADA,50,ARKA SPÓŁKA Z O. O.,2019-02-11
5,ALEJA 29 LISTOPADA,137,GRABOWSKI ZDZISŁAW,2022-08-27
6,ALEJA 29 LISTOPADA,189,WM HOTEL SYSTEM SPÓŁKA Z O. O.,2018-05-20
7,ALEJA 3 MAJA,5,FUNDACJA STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU JAGIELLOŃSKIEGO BRATNIAK,2021-04-25
8,ALEJA DASZYŃSKIEGO,5,SOBÓL URSZULA,2018-03-05
9,ALEJA GEN. BORA- KOMOROWSKIEGO,37,SZEWCZYK RENATA,2019-10-18
10,ALEJA JANA PAWŁA II,70,PRZEDSIĘBIORSTWO WIELOBRANŻOWE WAGABUNDA I SPÓŁKA Z O. O.,2018-03-03
11,ALEJA KRASIŃSKIEGO,1,VIDOK  SPÓŁKA Z O.O. SPÓŁKA KOMANDYTOWA,2018-08-13
12,ALEJA KRASIŃSKIEGO,19/7,"STEFAŃCZYK MONIKA, SOWA MICHAŁ",2019-12-11
13,ALEJA MARSZAŁKA FOCHA,42,FOCHA 42 SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2018-08-05
14,ALEJA MASZAŁKA FOCHA,24/1,BOOGIE SPÓŁKA Z O. O.,2022-09-07
15,ALEJA POKOJU,44,PINK BOWLING SPÓŁKA Z O. O.,2021-03-15
16,ALEKSANDRA LUBOMIRSKIEGO,41,CARGO PROJEKT SPÓŁKA Z O. O.,2022-08-30
17,ALEKSANDRA LUBOMIRSKIEGO,51/4,WIGGINS SPÓŁKA Z O.O.,2021-04-20
18,ALEKSANDRY,30,WBA BRACIA BARŁOWSCY SPÓŁKA JAWNA,2021-09-12
19,ANDRZEJA MAŁKOWSKIEGO,5,LOCH MAŁGORZATA,2020-04-28
20,ARMII KRAJOWEJ,11,ORBIS S.A. ODDZIAŁ HOTEL NOVOTEL KRAKÓW CITY WEST W KRAKOWIE,2018-07-12
21,ARMII KRAJOWEJ,11,ZJEDNOCZONE PRZEDSIĘBIORSTWA ROZRYWKOWE S. A.,2018-03-11
22,ARMII KRAJOWEJ,19,SOBIESŁAW ZASADA SPÓŁKA AKCYJNA SPÓŁKA KOMANDYTOWO-AKCYJNA,2020-01-20
23,BALICKA,18,"ZAKRZEWSKA JOANNA, ZAKRZEWSKI PIOTR, GRZYWACZ HALINA",2019-07-07
24,BALICKA,18,STACH DANIEL,2022-07-03
25,BALICKA,324,KUBALA ANNA,2019-05-07
26,BALICKA,14 A,CZAJOWSKI  PAWEŁ,2022-08-08
27,BALICKA,18A,KAIM PATRYK,2022-03-21
28,BARSKA,2,"FIRMA BUDOWLANA STAMBUD MAŁGORZATA MRÓZ, STANISŁAW MRÓZ SPÓŁKA JAWNA",2018-07-09
29,BARTOSZA GŁOWACKIEGO,22,PRZEDSIĘBIORSTWO USŁUG TURYSTYCZNO-HANDLOWYCH DEMEL SPÓŁKA Z O. O.,2020-05-18
30,BASZTOWA,25,KOMUSIŃSKI STANISŁAW,2018-01-31
31,BENEDYKTYŃSKA,37,BENEDICITE JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU,2020-11-16
32,BERKA JOSELEWICZA,23,PANGEA SP. Z O.O.,2020-04-21
33,BERKA JOSELEWICZA,21B,PARULE AGNIESZKA,2022-01-17
34,BIAŁORUSKA,8B,CISAK MARIA,2018-02-25
35,BIEŃCZYCKA,19,"CZEKAJ WOJCIECH, MATUŁA JACEK",2022-02-06
36,BISKUPA TOMICKIEGO,3,KYĆ KATARZYNA,2018-11-03
37,BOCHENKA,16A,"KONTYNENTY BAJOR, ZYGMUNT SPÓŁKA JAWNA",2017-12-31
38,BOCHEŃSKA,7,BUGAJ MIROSŁAW,2018-02-20
39,BOCHEŃSKA,2A,COFFEE BROTHERS SPÓŁKA Z O. O.,2019-10-26
40,BOCHEŃSKA,5/LU1,GUMULIŃSKA EWA,2018-10-10
41,BOCIANA,8,KAPAŁA MACIEJ,2020-07-09
42,BOHATERÓW GETTA,2,TARGOSZ MICHAŁ,2022-06-08
