index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,1,JERONIMO MARTINS POLSKA S.A.,2021-04-09
2,2 PUŁKU LOTNICZEGO,24,SKLEP WIELOBRANŻOWY KORAL A.Z. KALETA SPÓŁKA JAWNA,2019-06-04
3,2 PUŁKU LOTNICZEGO,44,P.H.U. ZACHĘTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2019-08-15
4,2 PUŁKU LOTNICZEGO,1C,MEGANA SPÓŁKA Z O.O.,2019-08-20
5,2 PUŁKU LOTNICZEGO,1C/7,KOŁAŚ KATARZYNA,2019-10-10
6,28 LIPCA 1943,164,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2024-03-15
7,29 LISTOPADA,106,KUZIOR ANNA,2020-12-06
8,29 LISTOPADA,125,"MIŁASZEWSKA IRENA, MIŁASZEWSKI KRZYSZTOF",2022-02-28
9,29 LISTOPADA,155A,LORENZ MACIEJ,2019-06-30
10,29 LISTOPADA,155A,LORENZ MACIEJ,2024-06-30
11,29 LISTOPADA,36 LOK. 14,WĘDZONY ADAM,2020-07-29
12,29 LISTOPADA,39B,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2019-07-05
13,29 LISTOPADA,57/59,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2024-03-15
14,29 LISTOPADA,57-59,"WIELECKA ALICJA, WIELECKI MATEUSZ, WIELECKI WIKTOR",2021-10-11
15,29 LISTOPADA,63A,MENTEL JANUSZ,2022-11-14
16,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,29,MUSIAŁ TOMASZ,2022-07-31
17,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,33,ZEGARMISTRZ JUSTYNA,2021-07-04
18,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,20 LU 4,SYKUCKA JOANNA,2021-02-20
19,ADAMA BOCHENKA,10/LU3,RYLSKA IWONA,2019-09-10
20,ADAMA MARCZYŃSKIEGO,2,"ZIELENIAK SEBASTIAN, MUSIAŁ ADAM",2023-04-12
21,ADAMA PRAŻMOWSKIEGO,12,FIRMA HANDLOWO USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SP. J.,2020-10-09
22,AGATOWA,1,STOLARZ ANNA,2019-08-11
23,AGATOWA,23 lok.U1,GABOR JAROSŁAW,2021-06-05
24,ALBATROSÓW,18,"GIBAŁA ANNA, GIBAŁA BEATA",2023-12-31
25,ALBERTA SCHWEITZERA,13,BASTER MARCIN,2020-10-01
26,ALBERTYŃSKIE,22A,FIRMA HANDLOWA MARKET NA WZGÓRZACH WIOLETTA I RYSZARD DZIADKOWIEC SPÓŁKA JAWNA,2022-02-20
27,ALBERTYŃSKIE,27A,"JAZOWSKI JAROSŁAW, POLAK ZBIGNIEW",2020-11-19
28,ALEJA 29 LISTOPADA,56,UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE,2021-04-07
29,ALEJA 29 LISTOPADA,93,DĄBROWSKI ADAM,2021-01-31
30,ALEJA 29 LISTOPADA,32 A/15,SZLADERBA PIOTR,2019-05-31
31,ALEJA 29 LISTOPADA,32 d,NOWORYTA KRZYSZTOF,2023-08-03
32,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,37,AUCHAN POLSKA SP. Z O.O.,2021-05-13
33,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41,ROSSMANN SUPERMARKETY DROGERYJNE POLSKA SP. Z O.O.,2021-05-07
34,ALEJA GEN. TADEUSZA BORA-,41 lok B011,BACÓWKA TOWARY TRADYCYJNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-04-01
35,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41 lok B037,AMBRA BRANDS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-03-28
36,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41lok B226,BB ACTIVE SPÓŁKA Z OO,2021-07-24
37,ALEJA IGNACEGO DASZYŃSKIEGO,3,PDWAWELSKA SPÓLDZIELNIA SPOŻYWCÓW,2024-04-02
38,ALEJA IGNACEGO DASZYŃSKIEGO,8,HURLAK JOANNA,2021-02-18
39,ALEJA IGNACEGO DASZYŃSKIEGO,33,POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA,2024-03-12
40,ALEJA JANA PAWŁA II,15,LEWIATAN MARKET SPÓŁKA Z O.O.,2021-07-13
41,ALEJA JANA PAWŁA II,200,CIRCLE K POLSKA SPÓŁKA Z O.O.,2021-04-06
42,ALEJA JULIUSZA SŁOWACKIEGO,11B,WITEK LESZEK,2021-05-12
43,ALEJA KIJOWSKA,57/LU 5,CHORZĘPA JAN,2021-06-05
44,ALEJA POKOJU,20,PODWAWELSKA SPÓLDZIELNIA SPOŻYWCÓW,2024-04-02
45,ALEJA POKOJU,33,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2024-03-15
46,ALEJA POKOJU,33,EKWI B.W. POLAŃSCY SP. J.,2021-06-01
47,ALEJA POKOJU,67,GWÓŹDŻ SZYMON,2021-09-30
48,ALEJA POKOJU,67,AWITEKS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2021-10-14
49,ALEJA POKOJU,91,LOTOS PALIWA SPÓŁKA,2023-11-05
50,ALEJA SOLIDARNOŚCI,11,"SPOŁEM POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW ""NOWA HUTA"" W KRAKOWIE",2020-02-21
51,ALEJA ZYGMUNTA KRASIŃSKIEGO,8,KOSNO MACIEJ,2023-11-21
52,ALEJE SŁOWACKIEGO,64,MEGA SPÓŁKA Z O.O.,2019-07-03
53,ALEKSANDRA FREDRY,27,WÓJTOWICZ KRZYSZTOF,2022-12-10
54,ALEKSANDRA LUBOMIRSKIEGO,51,TUCZYŃSKI GRZEGORZ,2019-10-11
