index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,1,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2026-04-09
2,2 PUŁKU LOTNICZEGO,1C,ZAKŁADY MIĘSNE SZUBRYT SPÓLKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-02-14
3,29 LISTOPADA,125,"MIŁASZEWSKA IRENA, MIŁASZEWSKI KRZYSZTOF",2022-02-28
4,29 LISTOPADA,155A,LORENZ MACIEJ,2024-06-30
5,29 LISTOPADA,32D,MICHALCZYK MATEUSZ,2026-04-14
6,29 LISTOPADA,57/59,SPOŁEM PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2024-03-15
7,29 LISTOPADA,57-59,"WIELECKA ALICJA, WIELECKI MATEUSZ, WIELECKI WIKTOR",2021-10-11
8,29 LISTOPADA,63A,MENTEL JANUSZ,2022-11-14
9,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,29,MUSIAŁ TOMASZ,2022-07-31
10,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,33,ZEGARMISTRZ JUSTYNA,2021-07-04
11,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,20 lok LU 4,SYKUCKA JOANNA,2026-02-20
12,ADAMA BOCHENKA,12,ZABIEGAJ PAWEŁ,2025-01-16
13,ADAMA BOCHENKA,10 LU3,RYLSKA IWONA,2024-09-10
14,ADAMA MARCZYŃSKIEGO,2,"ZIELENIAK SEBASTIAN, MUSIAŁ ADAM",2023-04-12
15,ADAMA PRAŻMOWSKIEGO,12,FIRMA HANDLOWO--USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SPÓŁKA JAWNA,2025-10-09
16,AGATOWA,1,STOLARZ ANNA,2024-08-11
17,AGATOWA,31,"""STOKROTKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2024-06-05
18,AGATOWA,31,BROŃCZYK JUSTYNA,2025-12-18
19,AGATOWA,23 lok.U1,GABOR JAROSŁAW,2021-06-05
20,AL. GEN. BORA-KOMOROWSKIEGO,41,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2024-08-08
21,ALBATROSÓW,18,"GIBAŁA ANNA, GIBAŁA BEATA",2023-12-31
22,ALBERTA SCHWEITZERA,13,SŁAWSKA-WŁOCH DOMINIKA,2025-08-06
23,ALBERTYŃSKIE,22A,MARKET NA WZGÓRZACH SPÓŁKA Z OGANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2022-02-20
24,ALEJA 29 LISTOPADA,93,SOKOŁOWSKI DAWID,2025-06-15
25,ALEJA 29 LISTOPADA,106,TOMANA CZESŁAWA,2024-09-11
26,ALEJA 29 LISTOPADA,32 d,NOWORYTA KRZYSZTOF,2023-08-03
27,ALEJA 29 LISTOPADA,39B,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2024-07-05
28,ALEJA 29 LISTOPADA,42C,DUMNICKI PAWEŁ,2025-03-16
29,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,37,AUCHAN POLSKA SP. Z O.O.,2021-05-13
30,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,39,BP EUROPA SE ODDZIAŁ W POLSCE,2025-12-11
31,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41 lok B011,BACÓWKA TOWARY TRADYCYJNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2024-04-01
32,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41 lok B037,AMBRA BRANDS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-03-28
33,ALEJA GEN. WŁADYSŁAWA ANDERSA,32A,HENDZEL JACEK,2025-06-15
34,ALEJA IGNACEGO DASZYŃSKIEGO,3,SPOŁEM PODWAWELSKA SPÓLDZIELNIA SPOŻYWCÓW,2024-04-02
35,ALEJA IGNACEGO DASZYŃSKIEGO,33,POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA,2024-03-12
36,ALEJA IGNACEGO DASZYŃSKIEGO,8 lok. LU 1,DUDEK SZYMON,2024-07-07
37,ALEJA JANA PAWŁA II,15,LEWIATAN MARKET SPÓŁKA Z O.O.,2021-07-13
38,ALEJA JANA PAWŁA II,186,SHELL POLSKA SPÓŁKA Z O. O.,2025-11-03
39,ALEJA JANA PAWŁA II,200,CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-04-06
40,ALEJA JULIUSZA SŁOWACKIEGO,64,SKLEPY AVITA SPOŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-07-03
41,ALEJA JULIUSZA SŁOWACKIEGO,11B,WITEK LESZEK,2023-05-12
42,ALEJA KIJOWSKA,57/LU 5,CHORZĘPA JAN,2021-06-05
43,ALEJA MODRZEWIOWA,17,HANDLOWA SPÓŁDZIELNIA JUBILAT,2024-07-31
44,ALEJA POKOJU,14,ADAM CZEKAJEWSKI FIRMA HANDLOWA CITY SPÓŁKA JAWNA,2025-02-25
45,ALEJA POKOJU,20,SPOŁEM PODWAWELSKA SPÓLDZIELNIA SPOŻYWCÓW,2024-04-02
46,ALEJA POKOJU,33,SPOŁEM PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2024-03-15
47,ALEJA POKOJU,33,EKWI B.W. POLAŃSCY SP. J.,2021-06-01
48,ALEJA POKOJU,44,"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2024-09-11
49,ALEJA POKOJU,65,SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-06-23
50,ALEJA POKOJU,67,AUCHAN POLSKA SPÓŁKA Z O. O.,2025-09-23
51,ALEJA POKOJU,91,LOTOS PALIWA SPÓŁKA,2023-11-05
52,ALEJA POKOJU,29A LOK. LU2,JASICA SHAHNOZA,2024-03-24
53,ALEJA POKOJU,62A,CONVENIENCE STORE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-12-18
54,ALEJA SOLIDARNOŚCI,11,SPOŁEM POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW NOWA HUTA W KRAKOWIE,2021-08-30
55,ALEJA ZYGMUNTA KRASIŃSKIEGO,1,HANDLOWA SPÓŁDZIELNIA JUBILAT,2027-07-22
56,ALEJA ZYGMUNTA KRASIŃSKIEGO,8,KOSNO MACIEJ,2023-11-21
57,ALEKSANDRA FREDRY,27,WÓJTOWICZ KRZYSZTOF,2022-12-10
58,ALEKSANDRA SZUKIEWICZA,3,"SWOBODA URSZULA, SWOBODA WŁADYSŁAW",2021-07-31
59,ALEKSANDRY,3 A,PIETRUSA PATRYCJA,2021-10-28
60,ALEKSANDRY,11,STOKROTKA SPÓŁKA Z O.O.,2025-11-05
61,ALEKSANDRY,21,"CHUDOBA AGNIESZKA, STRĄCZEK TOMASZ",2025-04-08
62,ANDRZEJA STRUGA,przy bloku nr 8,TUCZYŃSKI GRZEGORZ,2023-11-27
63,ANNY SZWED-ŚNIADOWSKIEJ,41 lok LU6,STEFAN-SADZIKOWSKA ANNA,2025-08-06
64,ANNY SZWED-ŚNIADOWSKIEJ,41 lok. LU4,STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-08-12
65,"ARMII ""KRAKÓW""",22,P.H.U. ZACHĘTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2023-08-08
66,ARMII KRAJOWEJ,10,CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2021-10-15
67,ARMII KRAJOWEJ,77,MAKROLITH TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-02-02
68,ARMII KRAJOWEJ,11A,ORBIS SPÓŁKA AKCYJNA,2025-03-02
69,ARMII KRAJOWEJ,21A,POLSKI KONCERN NAFTOWY ORLEN SPÓLKA AKCYJNA,2024-03-14
70,ARMII KRAJOWEJ,97 lok 3,SZELĄG AGNIESZKA,2024-05-15
71,ARMII KRAKÓW,80,"FURTAK AGNISZKA, FURTAK TOMASZ",2024-06-13
72,ASTRONAUTÓW,5,KUCHARSKA LUCYNA,2023-08-18
73,AUGUSTYNA KORDECKIEGO,13,PIASKOWSKI KRZYSZTOF,2023-12-08
74,AVIA,5 lok. U 3,MAZURKIEWICZ JAROSŁAW,2022-12-18
75,BAGROWA,80 lok LU 47,CIEPIELOWSKI PATRYK,2026-02-07
76,BAJECZNA,6,FIRMA HANDLOWO-USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SPÓLKA JAWNA,2023-11-18
77,BAJECZNA,4 lok.U,CHUCHRO ELIZA,2022-06-09
78,BALICKA,16,MARKET PUNKT 4 PL SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2025-02-20
79,BALICKA,18,JĘDRZEJEWSKI WOJCIECH,2024-08-11
80,BALICKA,56,EUROCASH S.A.,2021-09-01
81,BALICKA,157,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2025-01-16
82,BALICKA,255,DOM WINA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-12-17
83,BALICKA,255,"""CZAS WINA""SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2025-08-11
84,BALICKA,284,SOBOCIŃSKA ANNA,2024-02-06
85,BALICKA,18D,FILEK MARTA,2023-01-23
86,BALICKA,41A,DECHNIK KRZYSZTOF,2024-08-07
87,BARBARY,3 lok. 3,"ROMAN MYTNIK, MICHAŁ MYTNIK",2026-01-07
88,BARBARY,p paw. 2,"MYTNIK ROMAN, MYTNIK MICHAŁ",2021-06-14
89,BARSKA,69 LU 5,STRUMIŁŁO JOANNA,2025-09-13
90,BARTOSZA GŁOWACKIEGO,4,FIRMA HANDLOWO-USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SPÓLKA JAWNA,2026-03-12
91,BARTOSZA GŁOWACKIEGO,16B,DUDA PAWEL,2024-08-06
92,BATALIONÓW CHŁOPSKICH,2A,KOSIŃSKI WIESŁAW,2024-12-31
93,BAZAROWA,1,EUROCASH SPÓŁKA AKCYJNA,2025-01-29
94,BENEDYKTYŃSKA,37,"""BENEDICTE""JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU",2025-07-13
95,BERKA JOSELEWICZA,28,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2024-09-30
96,BESKIDZKA,29,MUSIAŁ PAWEŁ,2026-01-14
97,BESKIDZKA,30,SKALNIAK PAULINA,2021-10-02
98,BESKIDZKA,30,JERONIMO MARTINS POLSKA SPÓŁKA AKCYJNA,2024-02-07
99,BETONOWA,2,PYRKA DANUTA,2024-08-22
100,BIAŁOPRĄDNICKA,15,PIETRZYK BRONISŁAW,2021-10-23
101,BIAŁOPRĄDNICKA,21,WERNER DOROTA,2021-07-31
102,BIAŁORUSKA,1 kiosk 39,MEJER TADEUSZ,2025-04-16
103,BIAŁORUSKA,"10 B, 10 C",INTEGRAL TRADE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-11-07
104,BIAŁORUSKA,7 paw.15,BALAWEJDER BOGDAN,2024-04-15
105,BIAŁORUSKA,pawilon nr 10,PAWLIK PIOTR,2025-10-23
106,BIEŃCZYCKA,7,KARCZ BARBARA,2025-12-14
107,BIEŃCZYCKA,168 paw. 3/302,ZAKŁADY MIĘSNE SILESIA SPÓŁKA AKCYJNA,2021-07-10
108,BIEŃCZYCKI PLAC TARGOWY,26,MCKIBBIN BOŻENA,2021-07-31
109,BIEŃCZYCKI PLAC TARGOWY,27,TABOR MAGDALENA,2023-11-21
110,BIEŃCZYCKI PLAC TARGOWY,PAWILON 14,PRAŻUCH KRZYSZTOF,2025-02-28
111,BIEŃCZYCKI PLAC TARGOWY,pawilon 29,KOSZAŁKA ZBIGNIEW,2021-07-31
112,BIEŻANOWSKA,30,"FIRMA HANDLOWA "" BOLETUS"" PAWICKI SPÓŁKA JAWNA",2024-07-03
113,BIEŻANOWSKA,39,MICHALIK JAN,2024-11-14
114,BIEŻANOWSKA,77,ŻARÓW ADRIAN,2024-03-24
