index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,1,JERONIMO MARTINS POLSKA S.A.,2021-04-09
2,29 LISTOPADA,125,"MIŁASZEWSKA IRENA, MIŁASZEWSKI KRZYSZTOF",2022-02-28
3,29 LISTOPADA,155A,LORENZ MACIEJ,2024-06-30
4,29 LISTOPADA,57/59,SPOŁEM PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2024-03-15
5,29 LISTOPADA,57-59,"WIELECKA ALICJA, WIELECKI MATEUSZ, WIELECKI WIKTOR",2021-10-11
6,29 LISTOPADA,63A,MENTEL JANUSZ,2022-11-14
7,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,29,MUSIAŁ TOMASZ,2022-07-31
8,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,33,ZEGARMISTRZ JUSTYNA,2021-07-04
9,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,20 LU 4,SYKUCKA JOANNA,2021-02-20
10,ADAMA BOCHENKA,12,ZABIEGAJ PAWEŁ,2025-01-16
11,ADAMA BOCHENKA,10 LU3,RYLSKA IWONA,2024-09-10
12,ADAMA MARCZYŃSKIEGO,2,"ZIELENIAK SEBASTIAN, MUSIAŁ ADAM",2023-04-12
13,ADAMA PRAŻMOWSKIEGO,12,FIRMA HANDLOWO USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SP. J.,2020-10-09
14,AGATOWA,1,STOLARZ ANNA,2024-08-11
15,AGATOWA,31,"""STOKROTKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2024-06-05
16,AGATOWA,23 lok.U1,GABOR JAROSŁAW,2021-06-05
17,ALBATROSÓW,18,"GIBAŁA ANNA, GIBAŁA BEATA",2023-12-31
18,ALBERTYŃSKIE,22A,FIRMA HANDLOWA MARKET NA WZGÓRZACH WIOLETTA I RYSZARD DZIADKOWIEC SPÓŁKA JAWNA,2022-02-20
19,ALBERTYŃSKIE,27A,"JAZOWSKI JAROSŁAW, POLAK ZBIGNIEW",2020-11-19
20,ALEJA 29 LISTOPADA,93,SOKOŁOWSKI DAWID,2025-06-15
21,ALEJA 29 LISTOPADA,106,TOMANA CZESŁAWA,2024-09-11
