index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,1,JERONIMO MARTINS POLSKA S.A.,2021-04-09
2,2 PUŁKU LOTNICZEGO,24,SKLEP WIELOBRANŻOWY KORAL A.Z. KALETA SPÓŁKA JAWNA,2019-06-04
3,2 PUŁKU LOTNICZEGO,44,"PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ZACHĘTA ZBIGNIEW KALETA, ADAM KALETA SPÓŁKA JAWNA",2019-08-15
4,2 PUŁKU LOTNICZEGO,15A,ALKO TRADING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2020-03-19
5,2 PUŁKU LOTNICZEGO,1C,MEGANA SPÓŁKA Z O.O.,2019-08-20
6,2 PUŁKU LOTNICZEGO,1C/7,KOŁAŚ KATARZYNA,2019-10-10
7,2 PUŁKU LOTNICZEGO,przy bl.16,STANUCH RAFAŁ,2019-09-16
8,28 LIPCA 1943,9A,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2019-03-15
9,29 LISTOPADA,106,KUZIOR ANNA,2020-12-06
10,29 LISTOPADA,125,"MIŁASZEWSKA IRENA, MIŁASZEWSKI KRZYSZTOF",2020-02-29
11,29 LISTOPADA,155A,LORENZ MACIEJ,2019-06-30
12,29 LISTOPADA,32 D,NOWORYTA KRZYSZTOF,2018-08-03
13,29 LISTOPADA,36 LOK. 14,WĘDZONY ADAM,2020-07-29
14,29 LISTOPADA,39B,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2019-07-05
15,29 LISTOPADA,42C,DUMNICKI PAWEŁ,2020-03-16
16,29 LISTOPADA,57-59,"WIELECKA ALICJA, WIELECKI MATEUSZ, WIELECKI WIKTOR",2018-10-11
17,29 LISTOPADA,57-59,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2019-03-15
18,29 LISTOPADA,63A,MENTEL JANUSZ,2020-11-14
19,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,29,MUSIAŁ TOMASZ,2020-07-31
20,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,20 LU 4,SYKUCKA JOANNA,2021-02-20
21,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,33/U1,KRAKOWSKI TOMASZ,2018-06-07
22,ADAMA BOCHENKA,10/LU3,RYLSKA IWONA,2019-09-10
23,ADAMA MARCZYŃSKIEGO,2,"ZIELENIAK SEBASTIAN, MUSIAŁ ADAM",2021-04-12
24,ADAMA PRAŻMOWSKIEGO,12,FIRMA HANDLOWO USŁUGOWA ŁUKASIK STANISŁAW ŁUKASIK SP. J.,2020-10-09
25,AGATOWA,1,STOLARZ ANNA,2019-08-11
26,ALBATROSÓW,18,"GIBAŁA ANNA, GIBAŁA BEATA",2018-12-31
27,ALBERTA SCHWEITZERA,13,BASTER MARCIN,2020-10-01
28,ALBERTYŃSKIE,22A,FIRMA HANDLOWA MARKRT NA WZGÓRZACH WIOLETTA I RYSZARD DZIADKOWIEC SPÓŁKA JAWNA,2020-02-20
29,ALBERTYŃSKIE,27A,"JAZOWSKI JAROSŁAW, POLAK ZBIGNIEW",2020-11-19
30,ALEJA 29 LISTOPADA,93,DĄBROWSKI ADAM,2021-01-31
31,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,37,AUCHAN POLSKA SP. Z O.O.,2021-05-13
32,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41 lok. B037,AMBRA SPÓŁKA AKCYJNA,2021-02-21
33,ALEJA IGNACEGO DASZYŃSKIEGO,8,HURLAK JOANNA,2021-02-18
34,ALEJA JANA PAWŁA II,200,CIRCLE K POLSKA SPÓŁKA Z O.O.,2021-04-06
35,ALEJA JULIUSZA SŁOWACKIEGO,11B,WITEK LESZEK,2021-05-12
36,ALEJA POKOJU,33,EKWI B.W. POLAŃSCY SP. J.,2021-06-01
37,ALEJA POKOJU,91,LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2018-11-05
38,ALEJA SOLIDARNOŚCI,11,"SPOŁEM POWSZECHNA SPÓŁDZIELNIA SPOŻYWCÓW ""NOWA HUTA"" W KRAKOWIE",2018-08-30
39,ALEJE SŁOWACKIEGO,64,MEGA SPÓŁKA Z O.O.,2019-07-03
40,ALEKSANDRA FREDRY,27,WÓJTOWICZ KRZYSZTOF,2020-12-10
41,ALEKSANDRA LUBOMIRSKIEGO,51,TUCZYŃSKI GRZEGORZ,2019-10-11
42,ALEKSANDRA SZUKIEWICZA,3,"SWOBODA URSZULA, SWOBODA WŁADYSŁAW",2018-07-31
43,ALEKSANDRA SZUKIEWICZA,3,"SWOBODA URSZULA, SWOBODA WŁADYSŁAW",2021-07-31
44,ALEKSANDRY,21,"CHUDOBA AGNIESZKA, STRĄCZEK TOMASZ",2020-04-08
45,ALEKSANDRY,3A,PIETRUSA PATRYCJA,2018-10-28
46,ANDRZEJA STRUGA,przy bl.nr 8,"TUCZYŃSKA ANNA, TUCZYŃSKI GRZEGORZ",2018-09-07
47,ARCHITEKTÓW,OBOK BL NR 25 DZ. NR 10,ŁUCZYWO KAZIMIERZ,2020-09-14
48,"ARMII ""KRAKÓW""",80,"FURTAK AGNIESZKA, FURTAK TOMASZ",2019-06-13
49,ARMII KRAJOWEJ,10,CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2018-10-15
50,ARMII KRAJOWEJ,11,ORBIS SPÓŁKA AKCYJNA,2019-12-04
51,ARMII KRAJOWEJ,77,MAKROLITH TRADING SP. Z O.O.,2021-05-31
52,ARMII KRAJOWEJ,97/3,POPIOŁEK JOLANTA,2019-03-01
53,ARMII KRAJOWEJ,11A,ORBIS SPÓŁKA AKCYJNA,2020-03-02
54,ARMII KRAJOWEJ,21A,POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA,2019-03-14
55,ARMII KRAJOWEJ,93 lok. 8,MATUSIK JACEK,2021-04-03
56,ASTRONAUTÓW,5,KUCHARSKA LUCYNA,2018-08-18
