index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,15A,ALKO EXPORT SPÓŁKA Z O.O.,2018-09-13
2,28 LIPCA 1943,9A,NALEPKA TOMASZ,2018-12-08
3,29 LISTOPADA,32 D,NOWORYTA KRZYSZTOF,2018-08-03
4,29 LISTOPADA,57-59,"WIELECKA ALICJA, WIELECKI MATEUSZ, WIELECKI WIKTOR",2018-10-11
5,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,20,ŁUKASZ KOSTRZEWSKI,2018-08-05
6,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,33/U1,KRAKOWSKI TOMASZ,2018-06-07
7,AGATOWA,1,STOLARZ ANNA,2016-08-11
8,AL. SŁOWACKIEGO,11B,WITEK LESZEK,2018-05-12
9,ALBATROSÓW,18,"GIBAŁA ANNA, GIBAŁA BEATA",2018-12-31
10,ALEJA 29 LISTOPADA,93,GÓRKA WIESŁAWA,2016-10-16
11,ALEJA 29 LISTOPADA,125,"MIŁASZEWSKA IRENA, MIŁASZEWSKI KRZYSZTOF",2017-02-28
12,ALEJA 29 LISTOPADA,155A,LORENZ MACIEJ,2016-06-30
13,ALEJA 29 LISTOPADA,39 B,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2016-07-05
14,ALEJA 29 LISTOPADA,42C,DUMNICKI PAWEŁ,2017-03-16
15,ALEJA 29 LISTOPADA,57/59,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2016-03-15
16,ALEJA 29 LISTOPADA,63A,MENTEL JANUSZ,2017-11-14
17,ALEJA 29 LISTOPADA,79A,MENTEL JANUSZ,2017-12-14
18,ALEJA DASZYŃSKIEGO,3,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2016-04-02
19,ALEJA DASZYŃSKIEGO,3,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2017-05-27
20,ALEJA DASZYŃSKIEGO,12/U1,MAŁPKA SPÓŁKA AKCYJNA,2017-03-31
21,ALEJA DEMBOWSKIEGO,9,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2016-12-10
22,ALEJA GEN. BORA- KOMOROWSKIEGO,4,PERNET JACEK,2017-02-09
23,ALEJA GEN. BORA- KOMOROWSKIEGO,39,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2017-12-11
24,ALEJA GENERAŁA ANDERSA,31K,"KWAŚNIEWSKA EWA, WOJDYGA TOMASZ",2016-09-30
25,ALEJA JANA PAWŁA II,186,SHELL POLSKA SPÓŁKA Z O.O.,2017-11-03
26,ALEJA JANA PAWŁA II,200,STATOIL FUEL & RETAIL POLSKA SPÓŁKA Z O.O.,2018-04-06
27,ALEJA KIJOWSKA,12,"FIRMA HANDLOWA  EWA WĄCŁAWSKA, MAREK WĄCŁAWSKI SPÓŁKA JAWNA",2017-02-13
28,ALEJA KRASIŃSKIEGO,1,HANDLOWA SPÓŁDZIELNIA JUBILAT,2016-07-22
29,ALEJA MARSZAŁKA FERDYNANDA FOCHA,1,"SZCZYPCZYK HALINA, FRANCUZ MAŁGORZATA",2018-06-15
30,ALEJA MODRZEWIOWA,17,HANDLOWA SPÓŁDZIELNIA JUBILAT,2016-07-31
31,ALEJA POKOJU,14,CZEKAJEWSKI ADAM,2017-02-25
32,ALEJA POKOJU,14,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2017-02-03
33,ALEJA POKOJU,20,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2016-04-02
