index,address_1,address_2,name,expiration_date
1,28 LIPCA 1943,17A,"BRAGIEL AGNIESZKA, ZIELIŃSKI RAFAŁ",2018-06-04
2,28 LIPCA 1943,17A,"ZIELIŃSKI RAFAŁ, BRĄGIEL AGNIESZKA",2016-09-21
3,AL. SŁOWACKIEGO,64,BARAŃSKA ANNA,2017-05-18
4,ALEJA 29 LISTOPADA,50,ARKA SPÓŁKA Z O. O.,2019-02-11
5,ALEJA 29 LISTOPADA,137,GRABOWSKI ZDZISŁAW,2017-08-27
6,ALEJA 29 LISTOPADA,189,WM HOTEL SYSTEM SPÓŁKA Z O. O.,2018-05-20
7,ALEJA 29 LISTOPADA,57/59,"SZYWAŁA HALINA, SZYWAŁA JERZY",2016-12-20
8,ALEJA 3 MAJA,5,FUNDACJA STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU JAGIELLONSKIEGO BRATNIAK,2016-04-25
9,ALEJA DASZYŃSKIEGO,5,SOBÓL URSZULA,2018-03-05
10,ALEJA GEN. BORA- KOMOROWSKIEGO,37,SZEWCZYK RENATA,2019-10-18
11,ALEJA JANA PAWŁA II,70,PRZEDSIĘBIORSTWO WIELOBRANŻOWE WAGABUNDA I SPÓŁKA Z O. O.,2018-03-03
12,ALEJA JANA PAWŁA II,78,META SPÓŁKA Z O.O.,2016-08-01
13,ALEJA JANA PAWŁA II,78,META SP. ZO.O.,2016-06-19
14,ALEJA KIJOWSKA,40 lok. 1 i 2,"ZAWADZKI MICHAŁ, KOWALSKA MAGDALENA",2020-02-26
15,ALEJA KRASIŃSKIEGO,1,VIDOK DREAM HOUSE DEVELOPMENT SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2018-08-13
16,ALEJA KRASIŃSKIEGO,34,APOLLO FILM SPÓŁKA Z O. O.,2016-03-08
17,ALEJA KRASIŃSKIEGO,19/7,"STEFAŃCZYK MONIKA, SOWA MICHAŁ",2019-12-11
18,ALEJA KRASIŃSKIEGO,16-18,"TOMASZEWSKA MARTA, ROGOWSKA-POTRAWKA EWA",2016-10-09
19,ALEJA MARSZAŁKA FOCHA,42,RESTBAR SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2018-08-05
