index,address_1,address_2,name,expiration_date
1,2 PUŁKU LOTNICZEGO,15A,ALKO EXPORT SPÓŁKA Z O.O.,2018-09-13
2,28 LIPCA 1943,9A,NALEPKA TOMASZ,2018-12-08
3,28 LIPCA 1943,9A,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2019-03-15
4,29 LISTOPADA,32 D,NOWORYTA KRZYSZTOF,2018-08-03
5,29 LISTOPADA,57-59,"WIELECKA ALICJA, WIELECKI MATEUSZ, WIELECKI WIKTOR",2018-10-11
6,29 LISTOPADA,57-59,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2019-03-15
7,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,20,ŁUKASZ KOSTRZEWSKI,2018-08-05
8,ABP. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO,33/U1,KRAKOWSKI TOMASZ,2018-06-07
9,AGATOWA,1,STOLARZ ANNA,2016-08-11
10,AL. SŁOWACKIEGO,11B,WITEK LESZEK,2018-05-12
11,ALBATROSÓW,18,"GIBAŁA ANNA, GIBAŁA BEATA",2018-12-31
12,ALEJA 29 LISTOPADA,56,UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE,2018-04-07
13,ALEJA 29 LISTOPADA,93,GÓRKA WIESŁAWA,2016-12-31
14,ALEJA 29 LISTOPADA,125,"MIŁASZEWSKA IRENA, MIŁASZEWSKI KRZYSZTOF",2017-02-28
15,ALEJA 29 LISTOPADA,155A,LORENZ MACIEJ,2016-06-30
16,ALEJA 29 LISTOPADA,36/14,WĘDZONY ADAM,2017-07-29
17,ALEJA 29 LISTOPADA,39 B,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2016-07-05
18,ALEJA 29 LISTOPADA,63A,MENTEL JANUSZ,2017-11-14
19,ALEJA 29 LISTOPADA,79A,MENTEL JANUSZ,2017-12-14
20,ALEJA DASZYŃSKIEGO,3,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2017-05-27
21,ALEJA DASZYŃSKIEGO,12/U1,MAŁPKA SPÓŁKA AKCYJNA,2017-03-31
22,ALEJA DEMBOWSKIEGO,9,PODWAWELSKA SPÓŁDZIELNIA SPOŻYWCÓW,2016-12-10
23,ALEJA GEN. BORA- KOMOROWSKIEGO,4,PERNET JACEK,2017-02-09
24,ALEJA GEN. BORA- KOMOROWSKIEGO,37,ROSSMANN SUPERMARKETY DROGERYJNE POLSKA SPÓŁKA Z O.O.,2017-06-08
25,ALEJA GEN. BORA- KOMOROWSKIEGO,39,BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE,2017-12-11
26,ALEJA JANA PAWŁA II,186,SHELL POLSKA SPÓŁKA Z O.O.,2017-11-03
27,ALEJA JANA PAWŁA II,200,STATOIL FUEL & RETAIL POLSKA SPÓŁKA Z O.O.,2018-04-06
28,ALEJA KIJOWSKA,12,"FIRMA HANDLOWA  EWA WĄCŁAWSKA, MAREK WĄCŁAWSKI SPÓŁKA JAWNA",2017-02-13
29,ALEJA KRASIŃSKIEGO,1,HANDLOWA SPÓŁDZIELNIA JUBILAT,2016-07-22
30,ALEJA MARSZAŁKA FERDYNANDA FOCHA,1,"SZCZYPCZYK HALINA, FRANCUZ MAŁGORZATA",2018-06-15
31,ALEJA MODRZEWIOWA,17,HANDLOWA SPÓŁDZIELNIA JUBILAT,2016-07-31
32,ALEJA POKOJU,14,"ADAM CZEKAJEWSKI FIRMA HANDLOWA ""CITY"" SP. Z O.O.",2017-02-25
