index,address_1,address_2,name,expiration_date
1,28 LIPCA 1943,17A,"BRAGIEL AGNIESZKA, ZIELIŃSKI RAFAŁ",2018-06-04
2,28 LIPCA 1943,17A,"ZIELIŃSKI RAFAŁ, BRĄGIEL AGNIESZKA",2016-09-21
3,29 LISTOPADA,116,"PROKOP MARCIN, HARBUT ŁUKASZ",2020-06-29
4,AL. SŁOWACKIEGO,64,BARAŃSKA ANNA,2016-07-18
5,ALEJA 29 LISTOPADA,50,ARKA SPÓŁKA Z O. O.,2019-02-11
6,ALEJA 29 LISTOPADA,63,WOŁOWIEC SZYMON,2018-05-07
7,ALEJA 29 LISTOPADA,137,GRABOWSKI ZDZISŁAW,2017-08-27
8,ALEJA 29 LISTOPADA,189,WM HOTEL SYSTEM SPÓŁKA Z O. O.,2018-05-20
9,ALEJA 29 LISTOPADA,57/59,"SZYWAŁA HALINA, SZYWAŁA JERZY",2016-12-20
10,ALEJA 3 MAJA,5,FUNDACJA STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU JAGIELLONSKIEGO BRATNIAK,2016-04-25
11,ALEJA DASZYŃSKIEGO,5,SOBÓL URSZULA,2018-03-05
12,ALEJA GEN. BORA- KOMOROWSKIEGO,37,"""DOMINIUM"" S. A.",2018-04-23
13,ALEJA GEN. BORA- KOMOROWSKIEGO,37,AMREST SPÓŁKA Z O. O.,2018-10-29
14,ALEJA GEN. BORA- KOMOROWSKIEGO,37,SZEWCZYK RENATA,2019-10-18
15,ALEJA GEN. BORA- KOMOROWSKIEGO,37,SFINKS POLSKA S.A.,2017-11-18
16,ALEJA GEN. BORA- KOMOROWSKIEGO,39,ZALEJSKI WIESŁAW,2020-03-11
17,ALEJA JANA PAWŁA II,37,VINST SPÓŁKA Z O. O.,2019-05-14
18,ALEJA JANA PAWŁA II,70,PRZEDSIĘBIORSTWO WIELOBRANŻOWE WAGABUNDA I SPÓŁKA Z O. O.,2018-03-03
19,ALEJA JANA PAWŁA II,78,META SPÓŁKA Z O.O.,2016-08-01
20,ALEJA JANA PAWŁA II,78,"BIERNACKI MARIUSZ, BYTOWSKI MAREK",2016-06-02
21,ALEJA JANA PAWŁA II,78,META SP. ZO.O.,2016-06-19
